CustomerID,TouchpointOrder,Channel,Timestamp,Converted,Revenue
803635,1,SEO,2025-07-29 00:00,Y,188.01
801768,3,Email,2025-02-13 00:00,Y,138.48
800234,2,Paid Search,2024-01-13 00:00,Y,189.78
801662,3,SEO,2024-11-25 00:00,Y,115.49
802502,3,Email,2025-02-15 00:00,Y,159.49
804207,2,Paid Search,2025-07-31 00:00,Y,106.64
808532,2,SEO,2025-03-14 00:00,N,0
807674,3,Paid Search,2024-06-16 00:00,Y,134.38
801830,1,SEO,2025-02-01 00:00,N,0
807197,1,Paid Social,2025-05-22 00:00,N,0
801016,1,Paid Search,2024-12-18 00:00,N,0
801767,1,SEO,2025-01-10 00:00,Y,35.73
808201,1,SEO,2024-04-06 00:00,N,0
805270,1,SEO,2025-02-07 00:00,Y,215.3
808933,3,Email,2024-04-25 00:00,N,0
802398,3,Paid Search,2025-04-02 00:00,Y,141.91
805726,1,Paid Social,2025-06-07 00:00,N,0
807642,1,SEO,2024-04-17 00:00,Y,56.77
808668,2,Email,2024-07-22 00:00,N,0
804721,1,SEO,2024-05-12 00:00,N,0
801222,2,Paid Social,2024-12-21 00:00,Y,96.85
802571,3,Paid Social,2024-09-16 00:00,Y,87.36
804255,2,Paid Social,2024-05-18 00:00,N,0
803263,1,SEO,2024-06-27 00:00,N,0
803820,2,Paid Social,2025-04-17 00:00,Y,89.27
801379,1,SEO,2024-06-10 00:00,Y,65.14
801413,3,Email,2025-09-05 00:00,Y,194.47
806250,3,SEO,2025-02-10 00:00,Y,108.98
800196,1,Paid Social,2024-04-28 00:00,Y,216.13
808849,3,Paid Search,2024-10-08 00:00,N,0
806821,5,Email,2025-09-24 00:00,N,0
804752,2,SEO,2024-02-28 00:00,N,0
807973,3,Paid Search,2025-09-06 00:00,Y,163.16
800177,3,Paid Search,2024-07-01 00:00,Y,41.28
808439,3,Paid Search,2025-08-16 00:00,Y,106.85
800825,3,Email,2024-03-16 00:00,N,0
801729,1,Email,2025-05-18 00:00,Y,81.68
805217,2,Paid Social,2025-02-06 00:00,N,0
804947,1,Paid Social,2024-05-21 00:00,N,0
802776,1,Paid Social,2025-01-15 00:00,Y,82.02
801692,2,Paid Search,2024-08-13 00:00,N,0
805849,4,Paid Search,2025-05-03 00:00,Y,196.95
802590,2,Paid Search,2025-05-26 00:00,N,0
808315,3,SEO,2024-08-05 00:00,Y,38.72
807339,5,Paid Search,2024-07-23 00:00,Y,162.64
806216,2,Email,2024-01-30 00:00,Y,181.09
802948,1,SEO,2025-10-09 00:00,Y,156.97
806734,1,Paid Social,2024-04-20 00:00,Y,108.48
801666,1,Paid Search,2024-01-27 00:00,N,0
800409,2,Email,2024-03-31 00:00,Y,52.55
805147,1,Email,2024-09-08 00:00,Y,108.16
805715,1,Paid Social,2025-03-14 00:00,N,0
804303,1,Email,2025-04-01 00:00,Y,163.41
801646,1,Paid Social,2025-04-02 00:00,Y,219.29
805760,3,Paid Social,2024-11-08 00:00,Y,43.65
806362,1,Paid Social,2024-04-26 00:00,Y,52.02
804434,2,SEO,2025-08-16 00:00,N,0
802620,2,Paid Search,2025-03-07 00:00,Y,42.95
800884,2,Email,2024-11-12 00:00,Y,179.1
807394,3,Paid Search,2025-09-19 00:00,Y,105.55
805354,1,SEO,2024-06-28 00:00,Y,77.7
803904,5,Paid Search,2024-05-19 00:00,Y,187.63
806897,4,Paid Search,2025-06-07 00:00,Y,91.16
808071,2,Email,2024-12-09 00:00,Y,143.92
808908,5,Email,2025-06-19 00:00,Y,137.77
804287,2,SEO,2025-10-19 00:00,Y,52.92
801848,3,Email,2024-06-23 00:00,N,0
801713,1,Email,2024-02-29 00:00,N,0
801377,2,Email,2024-05-25 00:00,N,0
806027,2,Email,2024-05-10 00:00,N,0
803903,2,Email,2024-06-02 00:00,N,0
803221,2,Paid Social,2025-01-18 00:00,Y,161.91
807257,2,SEO,2024-04-12 00:00,Y,207.67
807527,1,SEO,2024-10-30 00:00,Y,77.39
807208,4,Paid Search,2024-01-19 00:00,N,0
801891,1,Email,2024-07-13 00:00,Y,75.37
803800,4,Email,2025-01-05 00:00,Y,91.78
803335,4,SEO,2024-02-08 00:00,Y,177.51
806983,2,SEO,2024-03-11 00:00,N,0
805404,2,Email,2025-08-06 00:00,Y,61.84
803413,2,Email,2024-08-07 00:00,N,0
808765,1,Paid Social,2025-05-31 00:00,Y,45.57
808721,1,Paid Social,2024-03-08 00:00,Y,114.64
804410,3,Email,2025-05-19 00:00,Y,35.7
808626,2,Paid Search,2024-11-17 00:00,N,0
800608,1,Email,2025-06-09 00:00,N,0
806323,1,Paid Search,2024-08-31 00:00,Y,62.96
802131,3,SEO,2025-01-13 00:00,Y,99.64
805978,3,Email,2024-09-03 00:00,Y,37.82
805745,3,Email,2025-08-27 00:00,N,0
803635,2,Paid Search,2025-07-30 00:00,Y,188.01
808540,3,Email,2024-11-15 00:00,N,0
808082,1,Paid Social,2025-05-12 00:00,Y,39.81
801181,2,Email,2024-05-15 00:00,N,0
800863,2,Paid Social,2024-04-02 00:00,N,0
805956,1,Email,2025-06-29 00:00,Y,145.73
803448,2,SEO,2024-04-28 00:00,Y,144.76
808316,3,Email,2024-05-03 00:00,Y,40.83
803203,1,Paid Search,2025-04-06 00:00,Y,154.99
801821,5,Paid Search,2025-03-22 00:00,Y,161.41
808221,4,Email,2024-01-10 00:00,N,0
801711,1,Paid Search,2025-03-27 00:00,Y,214.78
805917,2,Email,2024-10-03 00:00,Y,121.17
802625,1,Paid Social,2025-07-08 00:00,N,0
802783,1,Paid Social,2024-10-15 00:00,Y,79.79
801877,3,Email,2024-09-25 00:00,N,0
806399,1,Paid Search,2024-08-08 00:00,Y,142.73
804304,1,SEO,2024-06-24 00:00,Y,102.92
808716,4,Paid Social,2024-01-30 00:00,Y,122.15
808926,2,Paid Search,2025-08-14 00:00,N,0
802442,2,Email,2025-09-29 00:00,Y,153.63
808223,3,SEO,2025-04-08 00:00,Y,219.18
803526,2,Paid Search,2025-09-20 00:00,Y,183.29
808769,1,Paid Social,2025-08-13 00:00,Y,39.25
804790,1,Email,2024-01-22 00:00,Y,119.88
805737,3,Paid Social,2025-04-07 00:00,N,0
803421,2,SEO,2025-10-12 00:00,N,0
807468,3,Email,2025-07-25 00:00,N,0
800036,1,Paid Social,2024-10-13 00:00,Y,212.91
805491,2,Paid Social,2025-01-23 00:00,Y,219.53
807223,1,Email,2024-11-01 00:00,Y,157.95
805857,2,Paid Social,2024-11-15 00:00,Y,219.99
803052,5,Paid Social,2025-01-09 00:00,Y,87.47
801173,1,SEO,2024-06-17 00:00,Y,99.17
808929,1,SEO,2024-12-11 00:00,Y,133.81
807653,2,Paid Social,2024-10-16 00:00,N,0
803915,4,Email,2025-09-20 00:00,Y,43.99
800131,4,Paid Search,2024-12-06 00:00,N,0
803849,2,Paid Search,2024-08-01 00:00,Y,55.92
802284,1,SEO,2024-12-16 00:00,Y,52.84
800479,3,Email,2024-12-01 00:00,Y,120.86
805842,1,Email,2025-05-11 00:00,Y,141.48
807995,2,Paid Social,2024-09-19 00:00,Y,196.33
804716,1,Paid Social,2024-02-27 00:00,Y,122.98
805879,2,Paid Search,2024-12-07 00:00,N,0
806085,1,Paid Social,2024-11-16 00:00,N,0
805471,3,Paid Social,2025-03-02 00:00,Y,144.08
800343,1,Email,2024-05-19 00:00,N,0
800998,2,Paid Social,2025-03-17 00:00,Y,73.01
803745,1,Paid Social,2024-02-20 00:00,Y,210.75
804383,2,Email,2024-03-19 00:00,Y,215.29
806211,3,Email,2024-12-02 00:00,N,0
803093,2,Email,2025-10-07 00:00,N,0
801920,3,Email,2025-03-15 00:00,Y,149.01
806565,1,Paid Search,2025-06-21 00:00,Y,89.3
808358,2,Paid Search,2025-09-03 00:00,N,0
805665,2,Paid Social,2024-12-09 00:00,Y,97.45
806221,1,SEO,2025-02-20 00:00,Y,120.32
803419,1,Paid Social,2025-06-16 00:00,Y,51.52
808539,1,Paid Social,2024-09-22 00:00,Y,122.91
808464,1,SEO,2025-06-01 00:00,Y,142.13
802956,1,Paid Search,2024-02-07 00:00,Y,160.74
800438,1,SEO,2024-12-15 00:00,Y,204.59
800472,2,Email,2025-03-10 00:00,Y,55.38
800954,1,SEO,2024-02-03 00:00,N,0
800463,1,Paid Social,2025-09-10 00:00,Y,148.13
807323,3,Paid Social,2024-08-14 00:00,Y,120.96
808381,2,Paid Social,2024-08-11 00:00,N,0
804697,2,SEO,2025-07-27 00:00,N,0
808464,2,Email,2025-06-05 00:00,Y,142.13
807921,2,Email,2024-04-14 00:00,Y,116.13
802522,3,Email,2024-07-25 00:00,Y,118.7
802327,2,Paid Social,2024-05-26 00:00,N,0
803691,2,Paid Search,2024-05-17 00:00,Y,77.78
800683,3,Paid Search,2025-01-29 00:00,Y,154.7
802576,2,Paid Search,2025-06-04 00:00,Y,87.28
805542,2,Paid Search,2024-11-20 00:00,Y,193.46
800586,4,Paid Social,2025-01-25 00:00,Y,50.59
804807,2,Paid Social,2024-08-13 00:00,Y,43.67
802648,1,SEO,2024-01-03 00:00,Y,119.03
806519,2,Paid Search,2024-06-24 00:00,N,0
808547,1,Paid Social,2024-11-19 00:00,Y,68.49
808292,2,Paid Search,2025-07-31 00:00,Y,117.8
808566,5,Email,2025-10-07 00:00,Y,207.98
807666,4,Paid Social,2024-02-24 00:00,N,0
801825,2,Paid Search,2025-01-22 00:00,N,0
805557,2,SEO,2024-11-04 00:00,Y,61.17
806820,3,Paid Social,2024-03-06 00:00,N,0
801289,4,Paid Search,2025-06-21 00:00,Y,39.72
804250,3,Email,2025-01-27 00:00,N,0
805720,2,Paid Search,2025-07-11 00:00,Y,212.89
800589,3,Email,2025-08-01 00:00,Y,219.72
808606,1,Paid Social,2024-08-25 00:00,Y,215.63
801406,1,Email,2024-12-23 00:00,Y,102.26
804346,2,SEO,2025-05-16 00:00,Y,86.23
802075,3,Email,2024-03-08 00:00,N,0
808133,3,Email,2025-06-17 00:00,N,0
805909,3,SEO,2025-08-27 00:00,Y,50.61
801708,2,Paid Search,2024-06-15 00:00,Y,179.87
805907,1,SEO,2024-06-28 00:00,N,0
801704,2,Paid Search,2025-03-24 00:00,N,0
801287,2,Paid Search,2025-09-25 00:00,N,0
802309,2,Paid Social,2024-05-19 00:00,Y,97.68
801178,2,Paid Search,2024-07-11 00:00,Y,217.86
807863,3,Paid Social,2024-10-02 00:00,Y,212.74
802341,1,Paid Social,2024-08-01 00:00,Y,84.52
806404,1,SEO,2025-01-18 00:00,Y,151.77
803889,2,Paid Search,2025-05-15 00:00,Y,46.02
803849,4,SEO,2024-08-06 00:00,Y,55.92
801625,1,SEO,2025-01-11 00:00,N,0
803941,3,Paid Social,2025-08-10 00:00,Y,81.18
807824,1,SEO,2024-07-14 00:00,Y,194.46
808181,2,Paid Search,2025-02-22 00:00,Y,102.28
805385,1,Paid Social,2025-08-15 00:00,Y,143.92
806109,1,SEO,2024-05-20 00:00,Y,171.12
808486,1,SEO,2025-04-10 00:00,Y,181.92
801822,1,Paid Social,2024-01-09 00:00,Y,163.35
803608,1,Paid Search,2025-05-18 00:00,N,0
806670,2,Paid Social,2025-07-07 00:00,N,0
801799,2,Paid Search,2024-11-11 00:00,Y,133.15
801139,4,Paid Social,2024-09-24 00:00,N,0
806638,1,SEO,2025-08-19 00:00,Y,219.47
804034,1,SEO,2024-11-24 00:00,Y,141.28
806655,3,Paid Social,2025-10-03 00:00,N,0
802343,1,SEO,2024-05-07 00:00,N,0
804426,2,Paid Social,2024-01-07 00:00,Y,135.59
808430,1,Paid Search,2024-10-06 00:00,N,0
805553,3,Email,2025-09-17 00:00,N,0
808668,1,Paid Social,2024-07-20 00:00,N,0
803843,3,Paid Search,2025-09-18 00:00,N,0
807034,1,Email,2024-04-23 00:00,N,0
801525,2,Paid Search,2025-02-07 00:00,Y,186.86
808696,3,Paid Social,2024-08-16 00:00,Y,103.21
806076,2,Paid Search,2024-07-22 00:00,Y,213.05
803348,1,SEO,2024-08-01 00:00,N,0
804709,1,SEO,2025-08-11 00:00,Y,70.67
801582,1,SEO,2024-07-11 00:00,Y,217.05
803984,1,Email,2025-03-06 00:00,Y,79.13
805818,1,Paid Search,2025-01-06 00:00,Y,205.46
805397,1,Email,2025-05-16 00:00,N,0
802617,1,Paid Social,2025-07-20 00:00,Y,44.88
803771,1,Paid Search,2024-09-19 00:00,Y,49.14
802572,2,Paid Social,2024-03-05 00:00,N,0
807024,3,Email,2024-05-23 00:00,N,0
808132,1,SEO,2024-12-26 00:00,Y,95.41
804493,2,Paid Search,2025-03-21 00:00,Y,115.78
804269,1,SEO,2024-12-16 00:00,Y,95.85
807351,2,Paid Search,2025-01-24 00:00,Y,182.98
806649,2,Email,2024-05-18 00:00,N,0
802411,2,Paid Search,2024-08-17 00:00,N,0
802632,2,Paid Social,2025-08-06 00:00,N,0
805727,3,Email,2024-11-11 00:00,N,0
807330,2,SEO,2025-06-23 00:00,N,0
802397,2,Email,2025-09-13 00:00,Y,126.3
800783,1,Email,2024-08-27 00:00,Y,125.22
805682,2,Paid Social,2024-12-29 00:00,Y,96.4
808445,1,Paid Search,2024-04-04 00:00,N,0
805233,3,Email,2024-03-10 00:00,N,0
807317,1,Paid Social,2024-06-18 00:00,Y,207.16
807911,2,SEO,2024-02-23 00:00,N,0
802679,1,SEO,2024-10-28 00:00,N,0
805407,2,Email,2025-09-30 00:00,Y,84.22
808977,2,Paid Social,2024-06-23 00:00,N,0
801893,2,Email,2024-03-08 00:00,N,0
808748,1,Paid Social,2024-11-18 00:00,Y,108.4
803055,1,Paid Search,2024-10-26 00:00,Y,49.08
807244,1,Paid Search,2024-06-27 00:00,Y,215.28
800427,1,SEO,2024-12-20 00:00,Y,191.17
803993,2,Paid Social,2025-04-04 00:00,Y,142.2
804835,1,SEO,2024-05-14 00:00,Y,135.48
800204,5,Paid Search,2024-12-07 00:00,Y,191.08
802166,3,Paid Search,2025-06-20 00:00,Y,126.06
807072,2,Email,2025-01-16 00:00,Y,110.36
804305,1,Paid Search,2025-02-15 00:00,N,0
804313,2,SEO,2024-07-19 00:00,Y,151.04
800751,2,SEO,2025-05-20 00:00,Y,203.61
801204,3,Email,2025-05-29 00:00,Y,161.04
803184,4,Paid Search,2024-02-20 00:00,Y,75.95
803337,3,Email,2025-04-28 00:00,Y,59.13
805879,4,Paid Search,2024-12-14 00:00,N,0
801453,2,Paid Search,2024-04-01 00:00,Y,154.8
804055,3,Paid Social,2024-04-06 00:00,Y,45.33
801539,1,Email,2025-01-27 00:00,Y,160.38
806517,1,SEO,2024-03-21 00:00,Y,38.41
808839,2,Paid Search,2025-09-08 00:00,Y,119.1
808479,1,Paid Social,2025-01-19 00:00,N,0
805779,1,SEO,2024-10-14 00:00,Y,198.6
804760,1,Paid Search,2024-07-24 00:00,Y,93.93
802640,1,SEO,2025-04-25 00:00,N,0
801112,2,Paid Social,2024-06-12 00:00,Y,47.2
802938,4,Paid Social,2024-06-07 00:00,N,0
801035,2,SEO,2024-06-17 00:00,Y,133.51
800770,2,Paid Social,2024-10-02 00:00,Y,38.63
805716,1,SEO,2025-06-22 00:00,Y,213.61
806838,2,Email,2024-03-29 00:00,Y,130.24
803358,3,SEO,2025-01-10 00:00,Y,41.53
804297,3,Paid Social,2025-04-02 00:00,N,0
803219,1,Email,2025-10-03 00:00,Y,80.62
803097,1,Paid Search,2024-03-23 00:00,Y,85.65
808395,1,Paid Search,2024-11-21 00:00,N,0
806579,3,Email,2024-12-19 00:00,N,0
806528,2,SEO,2025-10-17 00:00,N,0
806776,1,Paid Social,2025-04-03 00:00,N,0
803052,3,Paid Social,2024-12-30 00:00,Y,87.47
804652,3,Paid Social,2024-11-27 00:00,Y,132.21
804561,1,Paid Social,2024-04-06 00:00,Y,149.54
803444,3,Paid Search,2025-08-24 00:00,Y,210.98
808167,2,Paid Social,2025-07-16 00:00,Y,190.82
800516,3,Email,2025-06-06 00:00,N,0
800919,2,Paid Social,2024-02-27 00:00,Y,175.37
804021,1,Paid Search,2025-08-24 00:00,N,0
806226,2,Paid Social,2025-09-30 00:00,N,0
805882,4,Paid Social,2024-07-12 00:00,N,0
801810,2,Paid Search,2024-09-22 00:00,Y,60.25
801267,3,Paid Social,2024-01-30 00:00,Y,177.94
801721,3,Paid Social,2025-04-06 00:00,Y,214.27
805253,4,Email,2024-07-31 00:00,N,0
800181,1,SEO,2024-12-07 00:00,Y,193.22
804557,1,Paid Search,2025-06-25 00:00,N,0
801164,1,SEO,2024-04-13 00:00,Y,102.3
802046,1,Paid Social,2025-08-27 00:00,Y,175.51
807440,5,Paid Search,2025-09-15 00:00,N,0
807716,3,Paid Social,2025-03-10 00:00,Y,50.78
808599,3,Paid Search,2025-04-20 00:00,Y,148.67
802459,1,Email,2024-10-02 00:00,N,0
801789,2,SEO,2025-03-29 00:00,Y,182.77
803227,1,Paid Social,2025-06-02 00:00,N,0
803399,2,Paid Search,2025-02-17 00:00,Y,168.72
805322,1,SEO,2024-11-04 00:00,Y,143.27
802617,3,Paid Social,2025-07-26 00:00,Y,44.88
802468,1,Email,2024-07-13 00:00,Y,187.31
807706,2,Email,2024-11-05 00:00,Y,191.76
805178,2,Email,2024-07-20 00:00,Y,69.32
804058,4,Email,2025-01-30 00:00,Y,108.46
803658,3,SEO,2025-03-17 00:00,Y,138.73
807176,1,SEO,2024-01-31 00:00,Y,45.11
807831,3,Paid Search,2024-12-10 00:00,Y,203.23
808129,1,Paid Search,2024-01-19 00:00,N,0
801638,1,Paid Social,2024-12-01 00:00,Y,59.0
807414,2,Email,2024-07-11 00:00,N,0
807026,3,SEO,2024-04-26 00:00,N,0
801477,1,SEO,2024-08-10 00:00,Y,118.61
806401,3,Paid Search,2025-08-28 00:00,N,0
802106,1,Email,2024-09-26 00:00,N,0
806689,1,Paid Social,2025-09-10 00:00,N,0
807218,2,SEO,2025-02-22 00:00,Y,200.0
808435,1,SEO,2024-06-05 00:00,N,0
802491,2,Email,2025-05-15 00:00,Y,124.51
803972,3,SEO,2025-07-01 00:00,Y,80.37
807623,2,SEO,2024-02-16 00:00,N,0
804311,5,Paid Search,2024-01-09 00:00,Y,71.19
805970,4,Paid Social,2024-08-29 00:00,N,0
808566,3,Email,2025-10-11 00:00,Y,207.98
804087,2,Email,2025-06-15 00:00,N,0
802828,1,SEO,2024-07-18 00:00,Y,172.32
807594,1,SEO,2025-08-18 00:00,Y,115.72
801821,4,Paid Search,2025-03-16 00:00,Y,161.41
807267,1,Paid Social,2024-02-25 00:00,Y,153.59
808162,1,SEO,2024-01-29 00:00,Y,216.13
800833,4,Paid Social,2024-06-01 00:00,Y,193.44
801340,2,SEO,2024-11-03 00:00,N,0
806015,3,Paid Search,2024-03-12 00:00,Y,155.74
804458,1,Paid Social,2024-01-06 00:00,Y,132.26
805233,1,SEO,2024-03-06 00:00,N,0
808797,3,Paid Search,2025-05-01 00:00,N,0
806290,1,Email,2025-06-21 00:00,Y,218.88
804631,1,Paid Social,2024-11-14 00:00,Y,54.97
805353,3,SEO,2024-03-17 00:00,Y,142.13
800144,1,Paid Search,2025-07-29 00:00,Y,56.19
803063,1,Paid Social,2024-03-29 00:00,N,0
805604,2,Email,2024-02-15 00:00,Y,42.17
803969,1,Email,2024-07-05 00:00,Y,126.89
806658,3,Paid Search,2024-09-24 00:00,N,0
807259,1,SEO,2024-07-16 00:00,N,0
800394,1,SEO,2024-03-14 00:00,N,0
808703,5,SEO,2024-09-20 00:00,Y,35.57
800453,2,Paid Social,2025-01-23 00:00,Y,107.71
808094,1,SEO,2024-11-05 00:00,Y,45.9
802316,2,SEO,2025-01-31 00:00,Y,140.69
804735,1,Paid Search,2024-08-20 00:00,N,0
802532,1,SEO,2025-02-14 00:00,N,0
805136,1,Paid Social,2024-10-31 00:00,Y,161.06
805979,1,Paid Social,2025-01-05 00:00,Y,58.5
806775,4,SEO,2025-10-07 00:00,Y,139.18
803551,1,SEO,2024-09-06 00:00,Y,114.75
801141,4,SEO,2025-09-05 00:00,Y,76.46
807358,1,SEO,2024-08-08 00:00,Y,119.82
807978,2,SEO,2025-05-21 00:00,N,0
808984,2,Email,2024-04-13 00:00,Y,100.34
806349,1,SEO,2024-07-05 00:00,N,0
802618,2,Email,2024-11-06 00:00,Y,82.55
800735,3,Paid Search,2025-07-15 00:00,N,0
800396,3,SEO,2024-11-16 00:00,Y,64.31
807323,4,Email,2024-08-20 00:00,Y,120.96
801834,3,Paid Search,2025-02-15 00:00,Y,199.83
802873,2,Paid Social,2024-02-16 00:00,Y,74.62
807932,3,Paid Search,2024-03-07 00:00,Y,204.15
805872,2,Paid Search,2024-11-11 00:00,Y,68.49
804152,1,Paid Search,2025-01-25 00:00,Y,157.31
802930,1,Paid Social,2024-03-30 00:00,Y,127.93
800612,2,Email,2024-08-27 00:00,Y,131.38
804885,3,Email,2024-05-01 00:00,Y,116.4
802385,4,SEO,2024-06-25 00:00,Y,188.95
801138,1,SEO,2024-07-09 00:00,Y,140.12
808178,1,Paid Social,2025-05-31 00:00,Y,114.36
803774,1,SEO,2024-04-03 00:00,Y,188.79
806283,1,Email,2025-05-12 00:00,N,0
803535,1,SEO,2024-11-02 00:00,Y,198.4
801554,3,Email,2024-12-09 00:00,Y,42.52
807396,1,SEO,2025-03-28 00:00,N,0
801985,1,Paid Social,2024-01-02 00:00,Y,186.63
801044,5,Paid Search,2025-03-29 00:00,N,0
805121,1,Paid Search,2025-05-24 00:00,N,0
805526,3,Email,2025-03-26 00:00,N,0
800127,2,Paid Search,2025-06-10 00:00,N,0
807453,4,Paid Social,2025-07-03 00:00,N,0
801524,4,Paid Search,2024-04-11 00:00,N,0
805608,3,SEO,2024-12-28 00:00,N,0
801433,2,Email,2025-05-03 00:00,Y,203.95
803731,2,Paid Social,2025-05-27 00:00,N,0
806722,1,SEO,2024-05-24 00:00,Y,215.09
800991,1,Paid Social,2024-05-08 00:00,Y,83.32
808873,1,Paid Social,2024-04-13 00:00,N,0
806207,4,Paid Social,2024-09-29 00:00,N,0
807622,3,Email,2024-07-17 00:00,Y,67.37
803545,2,Paid Search,2024-09-29 00:00,N,0
800922,2,SEO,2024-04-15 00:00,Y,104.27
806632,1,Paid Social,2025-09-11 00:00,N,0
800875,2,SEO,2024-05-01 00:00,Y,64.29
806521,2,Paid Search,2024-07-13 00:00,N,0
806938,1,Paid Social,2025-08-09 00:00,Y,210.27
804390,3,Email,2025-09-03 00:00,N,0
807909,2,Email,2024-01-22 00:00,Y,133.03
801111,3,Paid Social,2024-12-09 00:00,Y,160.55
803291,3,Email,2025-03-23 00:00,N,0
803799,4,Paid Social,2024-06-23 00:00,N,0
808804,2,Email,2025-01-25 00:00,Y,174.51
801122,3,SEO,2025-07-28 00:00,N,0
802441,3,Paid Social,2024-10-05 00:00,N,0
807241,3,Paid Social,2025-01-03 00:00,Y,179.63
802091,2,Email,2025-05-18 00:00,N,0
808011,3,Paid Social,2025-02-19 00:00,Y,133.3
805315,2,SEO,2024-12-26 00:00,N,0
807640,1,SEO,2025-08-08 00:00,Y,92.45
